Local;Data;Horário;ID do Trabalho;Título;Autor(es);Orientador(es);Resumo
FCC - FLAMENGO Bloco: Prédio do CBAE/FCC Andar: SALA 1;23 Sep / TER;13:00 às 14:30h;2818;MUSEU DA CULTURA PURI− UM ESPAÇO DE RESSURGÊNCIA INDÍGENA;JONATAN GOMES DO NASCIMENTO;ROSA ALBA SARNO OLIVEIRA;Desde 2017, o Projeto “Arautos do Mundo” desenvolve ações de combate ao racismo e ao capacitismo, democratizando o acesso a recursos humanos, digitais e locais de interação para o seu público principal. Esse público é composto por pacientes do Instituto de Psiquiatria da UFRJ (IPUB-UFRJ), funcionários dos ensinos médio e superior e equipes antirracistas negras e indígenas. Nossa equipe trabalha com a metodologia participativa, atuando em conjunto com o público alvo no planejamento e na efetivação de atividades, como rodas de conversa, visitas a ambientes culturais, produção de material audiovisual, de mídia e de eventos. Ao me tornar extensionista do projeto no início de 2025, fiquei responsável pela interlocução com o Museu da Cultura Puri, uma importante ferramenta da resistência indígena dentro da Aldeia Vertical, no bairro da Estácio do Rio de Janeiro. Com esta ferramenta, Dauá Puri busca a ressurgência do povo Puri, um dos povos originários do Brasil que se concentravam principalmente às margens do Rio Paraíba do Sul, espalhados pelo sudeste brasileiro. Estar presente semanalmente no museu como integrante de um projeto de extensão da UFRJ e contribuir para as atividades internas e externas deste pólo de divulgação da cultura indígena amplia o alcance das ações antirracistas do nosso projeto de extensão. Um dos objetivos do nosso projeto é favorecer a formação de uma rede de cooperação entre equipes com protagonismo negro e indígena, o que realizamos através de nossa atuação colaborativa com a equipe do Museu Puri. Em contrapartida, isto permite que nos atualizemos nos debates em torno da importância dos museus indígenas com gestão de representantes de povos indígenas, o que é fundamental para produzirmos novos conteúdos e ações antirracistas em nosso projeto. Irei fazer uma apresentação sobre algumas ações que refletem a riqueza desta troca e colaboração entre o nosso projeto de extensão e este espaço cultural e de resistência indígena - o Museu Puri.
FCC - FLAMENGO Bloco: Prédio do CBAE/FCC Andar: SALA 1;23 Sep / TER;13:00 às 14:30h;4887;A MEDIAÇÃO MUSEAL COMO ESTRATÉGIA DE APRENDIZAGEM CIENTÍFICA E MULTICULTURAL AUTORES E ORIENTADORES: ANA CAROLINA DE JESUS DOS SANTOS,BEATRIZ DA SILVA ARRUDA,DENISE MAK,LIVIA MASCARENHAS DE PAULA CUNHA,MARIANA TAVARES ALVES,ROBERTA GODINHO DE FREITAS,YANA SANTOS DA SILVA TRABALHO: 5288 TITULO: O CIRCUITO PROART − UFRJ NA IGREJA DO ROSÁRIO E SÃO BENEDITO DOS HOMENS PRETOS: OCUPAÇÃO CULTURAL EM 2024;"ANDREA ADOUR; CARLOS HENRIQUE DE SOUZA OLVEIRA; EDUARDO FONSECA DE BRITO LYRA";JONATHAN DIAS DA COSTA Minicurso (atividade extra). FCC - CULTURA - minicurso 1 | PEX.EXT.UNI..1050 Local: FCC - FLAMENGO Bloco: Prédio CBAE/FCC Andar: SALA 2 23 Sep / TER 13:00 às 14:30h somente oficinas e minicursos;A Casa da Ciência é o Centro Cultural de Ciência e Tecnologia da Universidade Federal do Rio de Janeiro, e busca popularizar a ciência, desempenhando um papel fundamental na acessibilidade e na democratização do conhecimento, unindo arte e ciência. Enquanto mediadoras da Casa da Ciência e bolsistas do programa Sistema de Museus, Acervos e Patrimônio Cultural da UFRJ (SIMAP), nosso objetivo neste trabalho é abordar a importância da mediação museal como uma estratégia eficaz de aprendizagem lúdica e geradora de senso crítico, desde a infância. Segundo Freire (1996), o modelo tradicional de ensino opera sob uma lógica na qual os estudantes são tratados como recipientes vazios nos quais os professores depositam conhecimento. Para o autor, essa forma de ensinar é opressora, impede o desenvolvimento do pensamento crítico e contribui para a manutenção de relações hierárquicas que reforçam a subordinação dos sujeitos no processo educativo. Freire propõe, em contraponto, uma educação baseada no diálogo, no respeito aos saberes que cada sujeito carrega consigo e na valorização da curiosidade como motor do aprendizado. Ao trazer essa perspectiva para o campo da mediação cultural, especialmente em museus de ciência, é possível perceber o quanto o papel do mediador pode romper com a lógica da transmissão unidirecional de informações. Afinal, se a proposta de um museu é educar e provocar reflexões acerca da história da humanidade, esse é um conhecimento que não deveria estar restrito a um grupo social privilegiado. Neste trabalho destacamos as mediações para jovens de baixa renda de escolas públicas, em especial na exposição “Se liga! São elas na física”, promovida pelo LADIF - Museu Interativo da Física da UFRJ, em parceria com a Casa da Ciência, onde pudemos acompanhar, por exemplo, adolescentes e ver o fascínio destes visualizar e compreender um fenômeno físico na exposição, que muitas vezes era difícil de compreender em sala de aula por conta de sua abstração. Para nós, ficou claro que o museu, além de um papel educativo, tem a função social de promover acessibilidade, equidade, diversidade e inclusão, conforme apontado por Aidar e Chiavenato (2024). Ou seja, há uma necessidade em pluralizar as formas de mediação e comunicação nos espaços museais, reconhecendo que o visitante não é um sujeito neutro e homogêneo, mas alguém que carrega consigo histórias, modos de ver o mundo, formas diversas de compreender e de se expressar. Diante disso, torna- se essencial que a mediação seja sensível à pluralidade — seja ela cultural, social, geracional ou cognitiva. Por fim, destacamos como impacto em nossas formações, como futuras psicóloga, professora e bióloga, a importância de ocupar um espaço educativo público, com um olhar sensível a cada indivíduo, em uma posição que é capaz de impactar positivamente o futuro e o olhar, principalmente de jovens e crianças, em relação não só a ciência, mas ao convívio com espaços culturais e de aprendizagem em geral.
FCC - FLAMENGO Bloco: Prédio do CBAE/FCC Andar: SALA 1;23 Sep / TER;13:00 às 14:30h;5406;Ciência de Dados na Avaliação Ex−Post de Políticas Culturais;JESSICA SUZANO LUZES;RICARDO DA SILVA PASSOS Minicurso (atividade extra). FCC - CULTURA - minicurso 2 | PEX.EXT..1055 Local: FCC/Salão Superior Bloco: Andar: 2 Salão Superior Principal 23 Sep / TER 13:00 às 14:30h somente oficinas e minicursos;Este minicurso prático propõe introduzir a aplicação de métodos de Ciência de Dados na avaliação ex post de políticas culturais, com foco nos dados das ações culturais promovidas pela Pró-Reitoria de Políticas Estudantis (PR-7) da Universidade Federal do Rio de Janeiro (UFRJ). O objetivo é apresentar princípios básicos das Ciência de Dados, e como esta área de conhecimento pode ser utilizada para analisar informações, identificar tendências, quantificar impactos e gerar evidências relevantes para aprimorar iniciativas futuras e avaliar a efetividade do investimento público em cultura. A justificativa para a proposta reside na importância da avaliação ex post - ou seja, após a ação - como instrumento para dimensionar o alcance e os efeitos reais das políticas culturais. Para tal, serão explicados alguns recursos como análise estatística, visualização de dados e técnicas de aprendizado de máquina — capazes de lidar com grandes volumes de dados. O minicurso está dividido em dois momentos. No primeiro, será feita uma contextualização sobre a assistência estudantil na UFRJ, alinhada às diretrizes do Programa Nacional de Assistência Estudantil (PNAES), com foco nas ações culturais apoiadas institucionalmente. Em seguida, será detalhado o processo de construção e organização de uma base de dados sobre essas ações. Na segunda parte, serão apresentadas as principais características do banco de dados, com destaque para as variáveis qualitativas, majoritárias no conjunto de dados. Isso permitirá discutir as técnicas adequadas para sua exploração e análise, a partir de abordagens como análise de conteúdo, codificação categorial e uso de ferramentas como RStudio, que serão incluídos exercícios práticos para aplicação direta dos conceitos. A atividade será realizada em formato de exposição interativa e é indicada para o público jovem e adulto, especialmente aqueles com algum conhecimento prévio em cultura ou ciência. Espera-se que os participantes adquiram noções introdutórias sobre como utilizar a Ciência de Dados para avaliar políticas públicas culturais com base em evidências.
FCC - FLAMENGO Bloco: Prédio do CBAE/FCC Andar: SALA 1;23 Sep / TER;13:00 às 14:30h;5269;FOMENTO A CULTURA EM FOCO: LEIS PAULO GUSTAVO E ALDIR BLANC PARA TODOS OS AGENTES CULTURAIS.;JESSICA SUZANO LUZES;RICARDO DA SILVA RAMOS;"O minicurso é uma iniciativa pedagógica que visa esclarecer, de forma didática e acessível, os caminhos para participação nos editais de fomento, tendo como referência a Lei Aldir Blanc (PNAB) e a Lei Paulo Gustavo (LPG). Estas ampliaram o acesso aos recursos públicos destinados à cultura, inclusive para pessoas físicas (CPF). Trata-se de uma oportunidade concreta de financiamento que não se restringe ao público acadêmico, voltado ao atendimento de público amplo. E, assim, o fomento é uma conquista importante para artistas independentes, jovens estudantes, educadores e fazedores de cultura que atuam em comunidades, territórios periféricos e contextos acadêmicos. Para tal, a proposta se divide em dois momentos. O primeiro é dedicado à introdução e contextualização, com foco no cenário atual da cultura no Brasil. Na sequência, ocorre a apresentação das Leis Paulo Gustavo e Aldir Blanc, a partir de três eixos fundamentais: seu histórico e objetivos, os principais eixos de investimento previstos em cada legislação e a distinção de finalidades entre elas. A LPG, por exemplo, tem um foco especial no audiovisual, mas contempla também outras linguagens e ações estruturantes para o setor; já a LAB 2 (PNAB) tem um caráter mais amplo e continuado, voltado à construção de políticas públicas culturais permanentes, com forte atuação em territórios vulneráveis, ações formativas, apoio a espaços culturais e incentivo à diversidade. A atividade será realizada em formato de exposição interativa, e é indicada para públicos de todas as idades, mas é especialmente voltada para jovens e adultos, que já possuem um certo conhecimento sobre ciência e cultura."
FCC/Salão Nobre Bloco: Andar: 1;23 Sep / TER;13:30 às 15:30h;159;Morte e vida severina: movimento a partir do poema;ADRIANA SCHNEIDER ALCURE;ISADORA BARROS AGUIAR;"Em ""Morte e Vida Severina"", João Cabral de Melo Neto narra a trajetória de um retirante que migra para sobreviver e que busca nesse caminho motivação e sentido para a sua existência. A partir dessa interpretação, a montagem teatral buscou concretizar e tornar sensorial, por meio da dança, essa jornada que vai além de um deslocamento geográfico, mas se apresenta também como uma busca por entender a própria existência. O principal objetivo processual da montagem foi a pesquisa sobre os modos de criação de coreógrafos e encenadores modernos. Portanto, a partir do trabalho de artistas como Pina Bausch, Anne Bogart e Trisha Brown, a metodologia dos ensaios trouxe propostas diferentes para criar uma frase coreográfica. Como diretora, pesquisei as referências e adaptei essas ferramentas à nossa dramaturgia. Eu trazia um material que serviria de fonte para experimentação corporal, conduzia o ensaio e, assim, cada aluno-ator chegava numa composição que era filmada para o ""catálogo"" de movimento que criamos no Google Drive. Para parecer menos abstrato, aqui descrevo um ensaio: pedi para os atores escolherem verbos do poema e escrevê-los num papel. Sorteamos e cada ator ficou com quatro verbos. A partir daí, começamos as experimentações. Todos deitados no chão. Olhos fechados. Mentaliza o primeiro verbo. Se visualiza nessa ação. Presta atenção na mecânica dessa ação. O que acontece com cada parte do corpo (aqui vou devagarzinho, convocando parte por parte do corpo). Qual a velocidade dessa ação, qual a força. Quais os vetores e a direção do movimento. Aí eu escolho uma parte do corpo pra começar. Por exemplo as mãos. Como seria fazer essa ação só com as mãos? Eles começam a se mexer e testar as possibilidades de movimento. Aí vamos aos poucos integrando o corpo todo. Saimos da posição deitada. Como é saltar sentado? Como é saltar sentado e com o quadril? Jogo propostas e eles vão respondendo com o corpo. No final, reúnem o material levantado e montam uma sequência coreográfica. Apresentamos uns aos outros e gravamos cada sequência. Experimentamos a partir de pinturas, sons, outros poemas, filmes, jogos... Todo dia algo diferente. Alguns funcionavam mais que outros. Depois, assistíamos as filmagens e alocávamos os movimentos a cada momento da dramaturgia e, assim, fomos construindo o quebra-cabeça com todas as peças criadas. Além de descobrir a movimentação, era importante também investigar como aquilo entraria no texto – e vice-versa – e como o figurino poderia participar do movimento. Com essas encruzilhadas entre corpo-texto-figurino-cenário, criamos uma atmosfera teatral que reflete uma interpretação coletiva do poema. Portanto, o processo seguiu as metodologias e atingiu os objetivos esperados, levando em consideração também as recomendações da orientação. Como resultado, foi apresentada na Mostra de Teatro da UFRJ uma obra multidisciplinar que combina literatura, teatro, dança e música para trazer ao público uma nova visão desse clássico brasileiro."
FCC/Salão Nobre Bloco: Andar: 1;23 Sep / TER;13:30 às 15:30h;160;Processos de criação em espaços não convencionais e cotidianos.;"ADRIANA SCHNEIDER ALCURE; DANIEL MARQUES DA SILVA; ISSACARLA DAS NEVES LAURENTINO";LIVIA FLORES LOPES;Este trabalho apresenta os processos criativos dos espetáculos Pássaros sedentos e O nome do bonde, concebidos como experimentações de linguagem no contexto da formação em Direção Teatral da Universidade Federal do Rio de Janeiro (UFRJ). Ambos os projetos partem de referenciais do realismo teatral para pensar fronteiras entre o espaço cênico tradicional e o cotidiano, entre o privado e o público, entre a beleza e a violência. Pássaros sedentos, inspirado na obra do dramaturgo alemão Kristo Šagor, investiga a noção de “não-lugar” (AUGÉ, 1994), tendo o aeroporto como dispositivo dramatúrgico e simbólico. A partir de um laboratório prático no Aeroporto Santos Dumont (RJ), foram criados dispositivos para a cena baseados em observações de fluxo, sonoridades e práticas corporais fundamentadas no sistema Laban. A encenação articula dança, imagens audiovisuais e efeitos visuais como elementos que instauram atmosferas de suspensão, ausência e deslocamento afetivo. Foi apresentado em julho de 2024, na Mostra Mais. O nome do bonde, por sua vez, é uma adaptação crítica de Um bonde chamado desejo, de Tennessee Williams, situada em Japeri, na Baixada Fluminense. A montagem transpõe a estética realista para uma dramaturgia situada, centrada em relatos autobiográficos de mulheres negras, neste caso das próprias atrizes do elenco e também na minha própria experiência, e nos atravessamentos entre afeto e violência. O salão de beleza — espaço doméstico e afetivo — é investigado como ambiente liminar entre o público e o privado, sendo também cenário de práticas de cuidado, estética e resistência. Foi apresentado em dezembro de 2024 na XXIV Mostra de Teatro da UFRJ, Como diretora e bolsista PROART, atuei na condução estética e metodológica de ambos os processos, coordenando ensaios, laboratórios de criação e práticas colaborativas com os elencos. Entre os resultados parciais, destacam-se a construção de dois dispositivos cênicos que desestabilizam convenções espaciais e dramatúrgicas, explorando o entrelaçamento entre território, identidade e presença. A pesquisa reafirma a cena como campo de reflexão crítica sobre estruturas de poder, performatividade de gênero e inscrição de subjetividades racializadas.
FCC/Salão Nobre Bloco: Andar: 1;23 Sep / TER;13:30 às 15:30h;165;Montagens de Harold Pinter;"ADRIANA SCHNEIDER ALCURE; JACYAN CASTILHO; JOSé HENRIQUE FERREIRA BARBOSA MOREIRA";MISAEL EDILSON OLIVEIRA DA COSTA 2;"As peças “O Monta Cargas” (Mostra Mais 2024), e “A Estufa” (Mostra de Teatro XXIV da UFRJ), do dramaturgo inglês Harold Pinter, foram montadas durante o ano de 2024, sendo estreadas no primeiro e segundo semestre do mesmo ano. Ambas montagens contaram com elenco totalmente feminino, onde as atrizes interpretaram personagens masculinos. O processo de montagem, em ambos processos, se iniciou com a leitura do texto para que fosse compartilhada a visão dos envolvidos sobre o que entenderam e sentiam sobre a história. Posteriormente seguimos para a construção de personagens e a criação corporal. Após um mês de criação, iniciamos o processo de marcação de cena, onde ficamos cerca de um mês. Nas semanas anteriores à estreia realizamos ajustes nas marcações, movimentações, figurino e no cenário. Por estarem interpretando homens, a equipe de preparação vocal optou por trabalhar na alteração do registro vocal das atrizes, para que elas pudessem atingir tons masculinos de forma que não prejudicasse a saúde delas. “O Monta Cargas” contou com duas atrizes, já “A Estufa” contou em seu elenco quatro atrizes. O número de membros na equipe também subiu de 16 para 25 na segunda peça. A parte estética também foi um grande diferencial entre elas. “A Estufa” foi altamente inspirada no artista Bob Wilson e na sua arte surrealista. E isso influenciou na criação dos figurinos, cenário e na caracterização das atrizes. Com o empenho, disponibilidade e organização conseguimos concluir de forma bastante satisfatória as duas montagens realizando totalmente ou quase totalmente as concepções idealizadas durante o período de criação da peça. A “Mostra Mais” é uma atividade gratuita, que conjuga ensino, pesquisa e extensão, realizada anualmente ao fim do 1º semestre letivo na Escola de Comunicação e reúne cerca de 1.200 espectadores(as). Trata-se de um evento já consagrado na escola, no campus, na universidade e na cidade, realizado desde 2005. As ""Mostras de Teatro da UFRJ” são aventos anuais de apresentação dos experimentos teatrais elaborados ao longo da disciplina ""Projeto Experimental em Teatro"" (espetáculo de formatura), do curso de Direção Teatral da Escola de Comunicação da UFRJ. É um evento de ensino, pesquisa e extensão que conta com a participação de docentes e discentes de variados cursos e também membros externos à UFRJ nas equipes das peças. Faz parte do Projeto Artístico de Representação Institucional (PARIN) “Mostras do curso de Direção Teatral” e do Circuito PROART (Programa de Apoio às Artes do Fórum de Ciência e Cultura)."
FCC - FLAMENGO Bloco: Prédio do CBAE/FCC Andar: SALA 1;23 Sep / TER;13:30 às 15:30h;166;AS MOSTRAS DE TEATRO DA UFRJ E A PRODUÇÃO CULTURAL;"ADRIANA SCHNEIDER ALCURE; HEMYLLY CASTELANO DA COSTA; MARCELUS GONCALVES FERREIRA";MARIANA PEREIRA COSTA SANTOS;A cada final de semestre, a Sala Vianninha se transforma em um palco para celebrar a vida do teatro universitário. Com mais de 20 anos de existência, as “Mostras do Curso de Direção Teatral” acontecem em dois momentos: ao fim da primeira metade do ano como “Mostra Mais”, para a montagem das produções da disciplina Direção IV — como uma atividade pré-formatura —, e no final do ano como “Mostra de Teatro da UFRJ”, quando os alunos apresentam seus projetos de formatura. Mais que atividades meramente disciplinares, as Mostras são projetos chaves em um dos pilares da educação pública: a integração com a sociedade, recebendo o público externo como espectador dos futuros talentos do teatro brasileiro. Classificadas como PARIN (Projeto Artístico de Representação Institucional) pelo PROART (Programa de Apoio às Artes) do Fórum de Ciência e Cultura da UFRJ, os eventos também são intercâmbios entre alunos de diferentes cursos de graduação. Esses discentes são incorporados nas mais diversas funções necessárias para o andamento dos espetáculos. Nessa fusão, fomos bolsistas PROART durante ambas as Mostras do ano de 2024, como produtoras dos eventos pelo segundo ano. Nossas atribuições começavam na pré-produção e seguiam até as luzes da coxia se apagarem. Começando com a divulgação da Mostra, desde a colocação de banners até às postagens nas diversas redes sociais do evento, chegando até o dia a dia das peças, em contato com os com os(as) alunos(as)-diretores(as) e membros das equipes, com os(as) docentes orientadores(as), com a equipe técnica e com o público, dando suporte à formação dos(as) discentes da Direção Teatral e ao pleno funcionamento do evento. Outras atribuições diárias eram: prestar suporte à equipe SUAT (Sistema Universitário de Apoio Teatral), também um PARIN/PROART, feitura das senhas distribuídas para organização e controle do público, manejar os espectadores antes e durante a entrada na sala Vianninha, bem como preenchimento de planilhas enumerando o horário inicial e final das peças, a fim de estipular se o tempo total foi de acordo com o tempo determinado pelas orientações do corpo discente. Por fim, o resultado obtido é, principalmente, o aprendizado. O contato direto com o teatro — que nos é uma arte pouco acessível— nos aproximou de uma outra perspectiva: como futuras jornalistas e como pessoas em formação. Além de nos oferecer uma maior dimensão na importância das bolsas acadêmicas como projeto de permanência universitária, o nosso último ano de imersão na Mostra de Teatro da UFRJ como bolsistas, nos proporcionou um mergulho no entender do que é a produção e divulgação de cultura, através dos mecanismos da Universidade Pública, de modo que nos marcou para uma vida.
FCC - FLAMENGO Bloco: Prédio do CBAE/FCC Andar: SALA 1;23 Sep / TER;13:30 às 15:30h;169;Apoio à produção no Seminário de Pesquisas do Curso de Direção Teatral;"ADRIANA SCHNEIDER ALCURE; GABRIELA LIRIO GURGEL MONTEIRO";ISABELLA CáSSIA RIBEIRO GONçALVES ANDRADE;Participei como bolsista PROART, como assistente da professora Gabriela Lirio, organizadora do Seminário de Pesquisas do Curso de Direção Teatral. Minha participação foi restrita ao evento, que teve como foco a apresentação de pesquisas acadêmicas desenvolvidas por estudantes do Curso de Direção Teatral, promovendo a troca entre orientadores e orientandos/as. Atuei na equipe de produção e apoio logístico, auxiliando docentes e discentes na estruturação das mesas de apresentação, organização do coffee break, impressão dos resumos dos trabalhos e, ao final do evento, na desmontagem e entrega da sala organizada ao Fórum de Ciência e Cultura. A atividade, embora concentrada em um único dia, foi fundamental para vivenciar os bastidores de um evento acadêmico e entender a importância do suporte técnico e organizacional para o bom andamento das atividades de extensão. Na pré-produção, providenciei biscoitos, café, o galão de água (emprestado da Escola de Comunicação, precisou ser instalado no salão do Fórum, onde ocorreu o evento), arrumei a sala (as cadeiras dos espectadores, dos palestrantes, bem como o acompanhamento da instalação dos equipamentos pela equipe técnica do Fórum). Na produção, cuidei para que tudo ocorresse da melhor forma, repondo a mesa de café, colaborando com a Profa. Gabriela Lirio na organização das mesas, na contagem dos tempos de fala e no recebimento de docentes e público em geral. Na pós-produção, guardamos todos os materiais, devolvemos o galão de água e nos certificamos de que a sala estava organizada e todos os equipamentos desligados. A experiência me aproximou do universo das pesquisas do Curso de Direção Teatral, uma vez que pude acompanhar todas as falas, dos orientadores e orientandos, ampliando minha compreensão sobre os processos artístico-acadêmicos desenvolvidos no curso. O público compreendeu uma média de 50 pessoas no total, entre estudantes e docentes dos cursos de Direção Teatral, do Programa de Pós-Graduação em Artes da Cena (estudantes de pós foram mediadores das mesas) e do Curso de Fonoaudiologia.
FCC - FLAMENGO Bloco: Prédio do CBAE/FCC Andar: SALA 1;23 Sep / TER;13:30 às 15:30h;181;Frutos de uma produção;"ADRIANA SCHNEIDER ALCURE; DIONATHA WILLIAN DOS SANTOS MESQUITA";ÉRIKA DE SOUZA VARGAS DE OLIVEIRA;De 17 a 20 de outubro de 2024 ocorreu o evento “Viva! 30+10: celebração dos 30 anos do curso de Direção Teatral e 10 anos do Programa de Pós- Graduação em Artes da Cena”. O projeto aconteceu no Teatro Cacilda Becker, equipamento cultural da FUNARTE. A pauta no teatro foi conseguida a partir de concorrência por edital público. O objetivo do Viva! foi celebrar essa grande conquista e resistência que são os 30 anos do curso de Bacharelado em Artes Cênicas – Direção Teatral (DT) e os 10 anos do PPGAC, ambos da Universidade Federal do Rio de Janeiro. A fim de integrar e partilhar com a sociedade a produção feita na universidade, a programação do Viva! foi composta de espetáculos, palestras-performances, lançamentos de livros, partilhas de pesquisa e rodas de conversa. Todas as atividades apresentadas foram realizadas por estudantes da graduação de da pós-graduação em diálogo e orientação de docentes. Para a realização do evento foi necessária a colaboração de diversas pessoas, tanto da graduação quanto da pós- graduação. Professores, estudantes, bolsistas, alunos formados, equipe do Teatro Cacilda Becker, entre outros. Nesse contexto, o presente trabalho terá como objetivo partilhar a experiência dos bolsistas do curso de Direção Teatral na produção do evento Viva!. Na metodologia, foram realizadas reuniões virtuais com a finalidade de organização das demandas do projeto. Algumas das demandas do primeiro encontro, que aconteceu no dia 02 de setembro de 2024, foram, por exemplo: liberação de direitos autorais – tanto de músicas quanto de peças teatrais, organização da programação, escolha do nome do evento, organização referente ao funcionamento do teatro Cacilda Becker. No segundo encontro, feito no dia 03 de outubro de 2024, as funções foram divididas entre as pessoas da produção do evento, ficando os bolsistas da DT responsáveis pela logística, ou seja, estarem nos quatro dias de evento para resolver demandas (por exemplo, arrumação do espaço), acompanhar e organizar as vendas dos livros, ir ao entorno do teatro pedir apoio cultural, organizar estudantes para transporte dos cenários das peças, compra e organização do coquetel de abertura, etc. Assim, conseguimos concluir todas as demandas que apareceram e garantimos um evento agradável tanto para o público quanto para os participantes. Em vista do exposto, nota-se que a produção feita pelos bolsistas de DT foi essencial para o êxito do evento Viva! 30+10, consolidando assim a integração das ações realizadas no âmbito universitário à sociedade carioca – além de lembrarmos que a arte na universidade pública existe, persiste e continuará dando frutos culturais que alimentam toda a população.
FCC - FLAMENGO Bloco: Prédio do CBAE/FCC Andar: SALA 1;23 Sep / TER;13:30 às 15:30h;4681;ENTRE LUZES E DANÇAS: O INTERCÂMBIO DE SABERES PELA SUAT UFRJ;"CAROLINA MAIA; ISABELLE OLIVEIRA DA SILVA; JOSé HENRIQUE FERREIRA BARBOSA MOREIRA";VANESSA DA SILVA XAVIER;"Este trabalho tem como objetivo relatar experiências interdisciplinares no âmbito do programa PROART, vinculadas ao Projeto Artístico de Representação Institucional (PARIN) intitulado Sistema Universitário de Apoio Teatral (SUAT), que viabilizaram desenvolver e aprofundar conhecimentos técnicos e científicos no campo das artes e da produção cultural. O Centro Coreográfico da Tijuca foi o principal campo de pesquisa do SUAT durante o evento ""Tramas e Teias"". A programação reuniu artistas independentes de diversas regiões, que apresentaram suas expressões culturais por meio da dança — entre elas, o Breaking, numa competição amistosa à qual damos o nome de batalhas. O evento reuniu um grupo diverso, tanto de fora quanto de dentro da faculdade, incluindo docentes e discentes predominantemente dos cursos de Dança. O SUAT teve como objetivo central registrar e valorizar o Hip Hop tanto como manifestação cultural quanto como linguagem artística, com ênfase na dança Breaking. Para isso, utilizamos como referência gravações de grandes eventos internacionais da modalidade, geralmente transmitidos ao vivo. Embora a proposta inicial fosse realizar a transmissão do evento, a falta de conexão com a internet no local nos levou a buscar alternativas. Assim, desenvolvemos e aplicamos técnicas de gravação e edição capazes de transmitir ao público a sensação de estar presente, vivenciando intensamente cada detalhe, emoção e vibração como se estivesse assistindo ao evento ao vivo. O resultado foram vídeos com transições e recursos visuais tão dinâmicos e fluidos quanto o próprio Breaking, refletindo em cada elemento a estética marcante da Cultura Hip Hop. Nossa equipe também atuou nos bastidores técnicos do evento, contribuindo diretamente com a montagem de cenários, estrutura de arquibancadas, iluminação e outros aspectos essenciais da produção. Essa vivência nos proporcionou uma compreensão mais ampla de como os elementos interdisciplinares se articulam na prática, desenvolvendo habilidades que se refletem em nossas trajetórias acadêmicas, profissionais e pessoais. Aprendemos a trabalhar em equipe, a lidar com prazos apertados e recursos limitados, e a sermos flexíveis, adaptáveis e criativos na resolução de problemas."
FCC - FLAMENGO Bloco: Prédio do CBAE/FCC Andar: SALA 1;23 Sep / TER;13:30 às 15:30h;6469;O SUAT na produção técnica e difusão da Ópera na UFRJ;"ILEANA THAIS; JOSé HENRIQUE FERREIRA BARBOSA MOREIRA; MARIA EDUARDA ANDRADE DE MENDONCA BRUM";MICAELA COSTA DA LUZ;Desde 2011, o Sistema Universitário de Apoio Teatral (SUAT), que atua na produção técnica de espetáculos e eventos acadêmicos, vem colaborando com a produção e os registros do “Ópera na UFRJ’. Criado em 1994 como projeto da Escola de Música da UFRJ, a ópera é um dos maiores produtos culturais da instituição, envolvendo docentes, servidores, estudantes e equipes de diversas unidades acadêmicas, inclusive o SUAT, que colabora com a criação, montagem e operação de iluminação cênica e, desde 2022, na transmissão ao vivo das récitas. Chamada por Richard Wagner de “a arte que une todas as outras”, a Ópera repercute essa integração também no trabalho do SUAT. No apoio à ópera, a equipe reúne bolsistas de áreas como Radialismo, Direção Teatral, Engenharia Eletrônica, Arquitetura e Música, promovendo um ambiente de aprendizado e troca de experiências entre múltiplos saberes. No biênio 2024–2025, a produção lírica da Escola de Música incluiu duas obras: “Il Nèo”, de Henrique Oswald, e “As Bodas de Fígaro”, de W. A. Mozart. Na primeira, realizada em junho e julho de 2024, a equipe do SUAT enfrentou o desafio especial de um espetáculo acontecendo em todo o prédio da Escola de Música, exigindo iluminação em áreas não convencionais do edifício, fora da sala de espetáculos, e registro em vídeo com câmera móvel e sob condições complexas. Para “Bodas de Fígaro”, com temporada marcada para junho e julho de 2025, o SUAT terá sob responsabilidade a iluminação e transmissão de uma obra consagrada do repertório internacional com dezenas de montagens publicadas na internet ou em DVD, o que permite, por um lado, estudar a obra com mais antecedência, mas não evita a expectativa pela comparação com esses outros registros, muitos dos quais profissionais e com grandes recursos. Ambas as montagens da Escola de Música incluíram ou incluirão récitas fora do Rio de Janeiro, exigindo deslocamento de equipe do SUAT a outros municípios.
