Local;Data;Horário;ID do Trabalho;Título;Autor(es);Orientador(es);Resumo
CCMN / Decania Bloco: F Andar: 3º Sala 013;22 Sep / SEG;09:00 às 12:00h;786;A NOVA ONDA DO TRANSPORTE URBANO: O ENQUADRAMENTO DO SERVIÇO DE MOTOTÁXI COMO UM PROBLEMA PÚBLICO NA CIDADE DO RIO DE JANEIRO;"ANA BRASIL MACHADO; KELLY CRISTINA NOGUEIRA DE ARAUJO; LETICIA PARENTE RIBEIRO";MARCOS PAULO FERREIRA DE GOIS;A mobilidade urbana é um tema central nas discussões sobre as cidades contemporâneas, especialmente em metrópoles como o Rio de Janeiro. Nesse contexto, surgem debates sobre a adequação, eficiência e sustentabilidade dos meios de transporte. Diante dos desafios cotidianos enfrentados pela população carioca, formas alternativas de locomoção se expandem para suprir lacunas do sistema convencional — como é o caso dos mototáxis, considerados por Coelho (1997) parte de uma “Nova onda no transporte urbano”. Recentemente, esses serviços vêm ganhando maior visibilidade, impulsionados pela crescente demanda por mobilidade. Com o objetivo de compreender os padrões da oferta de mototáxi na cidade e seu papel na mobilidade urbana, a fase inicial da pesquisa mapeou os pontos de mototáxi na Zona Oeste do Rio. Essa etapa permitiu analisar a relação espacial desses pontos com as infraestruturas e equipamentos urbanos, revelando a importância desse transporte alternativo para a população local. Os mototáxis se destacam por oferecerem deslocamentos ágeis em regiões com topografia acidentada, deficiências no transporte coletivo e preços acessíveis. A ampla adesão ao serviço gerou debates que culminaram na sua regulamentação pela Câmara dos Vereadores em 2022. Nesta nova fase, a pesquisa buscará aprofundar a análise sobre o processo de regulamentação do serviço, identificando os diferentes agentes envolvidos e os discursos que mobilizam. Observa-se, de forma preliminar, o protagonismo de motoristas, sindicalistas, usuários, vereadores e da prefeitura, especialmente nas discussões sobre segurança, transparência e reconhecimento profissional. Adotando a metodologia de Góis et al. (2021), serão analisados conteúdos textuais e imagéticos presentes em jornais e redes sociais. Utilizaremos ferramentas online como Google Trends e Google Notícias para localizar, coletar e organizar esse material em um banco de dados. Os conteúdos serão classificados por meio de fichas descritivas que caracterizam agentes, discursos e sua espacialização. Em seguida, será elaborada uma matriz de análise, com base em Brasil-Machado e Parente-Ribeiro (2019), para investigar como o serviço de mototáxi é enquadrado como problema público. A intenção é compreender os sentidos atribuídos à legalização dos mototáxis, seus pontos de atuação e os debates sociais e políticos que os envolvem.
CCMN / Decania Bloco: F Andar: 3º Sala 013;22 Sep / SEG;09:00 às 12:00h;3440;SE ESSA CALÇADA FOSSE MINHA: UMA ANÁLISE DA ACESSIBILIDADE E INFRAESTRUTURA DAS CALÇADAS DO BAIRRO DA PORTUGUESA, ILHA DO GOVERNADOR, RIO DE JANEIRO;DANDARA GAMAL DE SENNA PEREIRA;MARCOS PAULO FERREIRA DE GOIS;
CCMN / Decania Bloco: F Andar: 3º Sala 013;22 Sep / SEG;09:00 às 12:00h;3458;A SOMBRA DA LEI: PRINCÍPIOS E PRÁTICAS DE ARBORIZAÇÃO URBANA NA CIDADE DO RIO DE JANEIRO;"ANA BRASIL MACHADO; ISABEL MARCELINO DA SILVA; LETICIA PARENTE RIBEIRO";MARCOS PAULO FERREIRA DE GOIS;
CCMN / Decania Bloco: F Andar: 3º Sala 013;22 Sep / SEG;09:00 às 12:00h;4435;TRABALHANDO ENFOQUES: A FISCALIZAÇÃO AMBIENTAL FRONTEIRIÇA DO ICMBIO NO PARÁ E NO AMAPÁ (2011−2022);"ANTONIO TROPE DA SILVA PORTO; JOAO PEDRO SOTERO DA SILVA; LICIO CAETANO DO REGO MONTEIRO; LORENZO GALIZIA KAULINO; REBECA STEIMAN";RHUAN MUNIZ SARTORE FERNANDES;
CCMN / Decania Bloco: F Andar: 3º Sala 016;22 Sep / SEG;09:00 às 12:00h;2507;PRECISAMOS FALAR SOBRE ESPAÇO PÚBLICO: A PRIVATIZAÇÃO DO PÚBLICO EM PROL DA VIDA SINGULAR NAS PRAIAS DE ANGRA DOS REIS/RJ;DAVI ALVES LUNA DE OLIVEIRA;WILLIAM RIBEIRO SILVA;
CCMN / Decania Bloco: F Andar: 3º Sala 016;22 Sep / SEG;09:00 às 12:00h;2723;Cinemas nos shopping centers da Multiplan: Uma análise das práticas espaciais de consumo no Rio de Janeiro;"ALAYNE MARQUES DE MORAES AZEVEDO; HELOíSA MARIZ FERREIRA";WILLIAM RIBEIRO SILVA;
22 Sep / SEG;22 Sep / SEG;09:00 às 12:00h;333;CARACTERIZAÇÃO DE GALÁXIAS BARRADAS: UMA PERSPECTIVA SIMULADA UTILIZANDO O ILLUSTRIS TNG;"ARIANNA CORTESI; KARIN MENENDEZ-DELMESTRE; THIAGO BUENO DALPIAZ";YASMIN CAVALCANTE FERREIRA COELHO;As galáxias espirais tipicamente possuem uma mistura de populações estelares antigas e jovens, assim como grandes quantidades de gás, sendo estes distribuídos em um disco que pode apresentar diversas subestruturas. Cerca de 2/3 das galáxias espirais apresentam uma estrutura quase-elipsoidal que tipicamente atravessa o centro da galáxia e se estende no disco além do bojo – são as chamadas galáxias barradas. As barras ocasionam mudanças profundas na galáxia hospedeira, e.g. movimentando gás e estrelas e induzindo a formação estelar. Este projeto busca estudar as propriedades das barras a partir de uma perspectiva simulada, utilizando dados gerados pela simulação cosmológica do Illustris TNG50. Baseando-nos na decomposição bidimensional de mapas de massa estelar, buscamos quantificar a massa contida nas barras. Utilizamos uma amostra de ~50 galáxias fortemente barradas da simulação TNG50 com massas acima de 10¹⁰ M☉. Usamos a ferramenta GALFIT para modelar a distribuição bidimensional da massa estelar utilizando 3 componentes: disco, bojo e barra. A partir da decomposição, obtemos a razão de massa estelar contida na barra, em relação à massa estelar global da galáxia. Encontramos que, em média, a barra contém 9.4% da massa estelar da galáxia. Comparado com trabalhos observacionais baseados em dados no infravermelho médio obtidos com o telescópio Spitzer, que apontam que as barras locais possuem 7-8% da massa da galáxia, nossos resultados mostram o sucesso do Illustris/TNG50 em reproduzir a população de barras no Universo local. Iniciamos a produção de imagens sintéticas de luz a partir dos mapas de densidade de massa estelar, nas bandas de 3.6 μm e 4.5 μm, para uma comparação mais aprimorada com estes trabalhos observacionais. Nosso trabalho marca uma referência local que visamos futuramente estender para o universo distante, a fim de compreender os resultados mais recentes do telescópio espacial JWST, que apontam para uma população de barras já estabelecidas em redshifts z ~ 3.
22 Sep / SEG;22 Sep / SEG;09:00 às 12:00h;799;ESTIMATIVAS DE DETECÇÃO DE GALÁXIAS STARBUST DE BAIXA METALICIDADE NO LEVANTAMENTO DE CAMPO PROFUNDO COM A CÂMERA TOLTEC;"DANILO SANTOS DE FIGUEREDO; KARIN MENENDEZ- DELMESTRE";THIAGO S. GONCALVES;"Nesta pesquisa, estudamos a detectabilidade de galáxias de baixa metalicidade no levantamento Ultra Deep Survey da câmera TolTEC, que abrange a região do espectro eletromagnético de 1mm-2mm. Nosso objetivo principal é estipular os limites observacionais do projeto, estudando o contínuo de emissão do meio interestelar a ser observado – a partir de simulações computacionais, verificando como os limites variam em função de parâmetros como taxas de formação estelar e metalicidades esperadas para galáxias distantes. As propriedades de gás de galáxias distantes são fundamentais para entendermos a formação das primeiras estrelas no universo, mas a observação destes objetos é um grande desafio devido às distâncias envolvidas. Nesse sentido, a câmera TolTec, instalada no Grande Telescópio Milimétrico Alfonso Serrano, realizará a partir de 2026 o levantamento Ultra Deep Survey, buscando uma amostra significativa de galáxias distantes (até z~7). O levantamento cobrirá aproximadamente um grau quadrado no céu, alcançandoa profundidade de até 0,025 mJy/beam, com beam de 5.0”, na banda de 1 mm. Trata-se de um instrumento que permitirá que objetos nunca antes observados o sejam pela primeira vez, proporcionando assim o maior levantamento de campo profundo em fontes milimétricas já realizado. A contaminação da amostra será reduzida através da comparação com outros levantamentos na mesma região do céu (e.g. CANDELS), garantindo que as galáxias já tenham sido previamente identificadas e com redshift determinado. Este projeto visa estimar os limites de detecção desses objetos, tomando em conta a baixa metalicidade e a incerteza acerca da quantidade de poeira no Universo jovem, o que dificulta a detecção desses objetos no contínuo. Explorando, em redshifts mais altos, a relação entre gás e poeira (DGR, em inglês) e o contínuo de emissão do meio interestelar como traçador da massa da galáxia (Scoville et. al, 2014; Carilli and Walter, 2013), estimamos limites observacionais para os objetos que poderemos detectar, a partir de diferentes relações de escala utilizadas nas simulações numéricas. Partindo de uma simulação cosmológica da própria colaboração, estimamos a completeza da amostra observada em função da taxa de formação estelar e massa estelar, incluindo os efeitos teóricos da metalicidade (Whitaker et al., 2012). Dessa forma, produzimos predições numéricas que podem ser comparadas aos dados observacionais uma vez que o levantamento seja completado. Assim, o resultado final do projeto poderá oferecer testes de detectabilidade de galáxias em função de diferentes relações entre gás, formação estelar e metalicidade de galáxias, oferecendo pistas importantes sobre as propriedades do meio interestelar de galáxias distantes."
22 Sep / SEG;22 Sep / SEG;09:00 às 12:00h;1625;CONSTRUINDO UMA BASE DE ESPECTROS TEÓRICOS PARA ESTUDAR GALÁXIAS PRÓXIMAS AUTORES E ORIENTADORES: KARIN MENENDEZ-DELMESTRE,RAFAELA PACHECO DE SOUZA,THIAGO S. GONCALVES TRABALHO: 2835 TITULO: Explorando e Compreendendo a Presença de AGNs em Galáxias de Baixa Massa;"DENISE ROCHA GONÇALVES; LUCAS RIBEIRO DA SILVA; MARCO GROSSI";RAYSSA GUIMARÃES SILVA;
22 Sep / SEG;22 Sep / SEG;09:00 às 12:00h;4101;Mapeando a Formação Estelar a Partir das Cores em Galáxias do Céu Austral;"KARIN MENENDEZ-DELMESTRE; NAOMI NITAHARA TORIBIO";ROBERTA DE SOUSA COSTA;
22 Sep / SEG;22 Sep / SEG;09:00 às 12:00h;6357;Um estudo multibandas de sistema de aglomerados globulares em galáxias anãs: Da matéria escura à formação estelar;"ARIANNA CORTESI; DENISE ROCHA GONÇALVES; MARCO GROSSI; NATANAEL GOMES DE OLIVEIRA";RAIMUNDO JOSE FERREIRA FILHO;Os principais modelos cosmológicos apontam que galáxias massivas possuem grande parte de sua massa estelar formada fora da galáxia (ex-situ), já que esta agregou diversas galáxias de baixa massa ao longo do seu processo de evolução. Por outro lado, galáxias anãs (sistemas estelares com massas inferiores a 109 M⊙) possuem a maioria da sua massa estelar formada localmente (in-situ), de forma que seus aglomerados globulares (AGs) são resquícios do ambiente primordial em que eles se formaram. Dessa forma, o estudo de AGs em galáxias anãs isoladas permitiria não apenas expandir as relações de escala para o regime de baixa massa estelar, ainda pouco povoados, mas também seria a chave para compreender os processos evolutivos da mesma. Nessa visão, definimos uma amostra de 10 galáxias anãs irregulares (GAIs), localizadas fora do grupo local (mas limitadas a 20 Mpc), situadas em ambientes de baixa densidade. Esses objetos possuem massa entre 107.5 M⊙ - 109 M⊙ e possuem dados em levantamentos no óptico (griz, DELVE survey), infravermelho médio (3,6 e 4,5 μm, S4G survey) e rádio (linha de 21 cm, HIPASS survey). Após executar softwares como o SExtractor e PSFex para fazer a fotometria, e utilizar de uma pipeline criada para o projeto. Detectamos a presença de, em média, 6 AGs por galáxia. A função de luminosidade, testes de completeza e inspeção visual com os dados do Hubble sustentam a eficácia da pipeline em eliminar os contaminantes, mesmo que alguns ainda se façam presentes. A relação entre a massa do sistema de globulares e a massa estelar da galáxia revela quais das galáxias tiveram sua formação estelar cessada logo após seu primeiro surto de formação, e quais ainda continuaram a formar estrelas após esse episódio. Já as relações com a massa do halo evidenciaram a coevolução entre o sistema de GCs e o conteúdo de matéria escura da galáxia hospedeira. Algumas galáxias apresentaram uma propriedade peculiar, detectamos indícios de uma possível bimodalidade nas populações de AGs dentro de uma mesma galáxia, o que não é esperado em anãs. Essa bimodalidade indicaria um episódio anterior de fusão com outra galáxia anã ou intensos surtos de formação estelar em épocas mais recentes. Para confirmar esses indícios, solicitamos tempo de observação espectroscópica no telescópio Gemini, uma delas foi aprovada para ser observada em 2025A. Olhando a distribuição espacial dessas populações, percebemos também uma concentração central de AGs avermelhados, assim como ocorre em galáxias massivas, o que pode indicar AGs mais metálicos. Por fim, realizamos ajustes da distribuição espectral de energia dos AGs, a fim de entender melhor propriedades como idades e metalicidades dos mesmos, além de estimar redshift fotométricos, o que auxilia na remoção de contaminantes
22 Sep / SEG;22 Sep / SEG;09:00 às 12:00h;6508;Estudo da atividade de formação estelar de galáxias anãs em diferentes ambientes;LUCAS SILVA DE SOUZA;MARCO GROSSI;"Entendemos que uma das correlações mais fundamentais entre as propriedades das galáxias no grupo local é a chamada relação morfologia-densidade (Dressler, 1980): galáxias quiescentes de tipo precoce são encontradas preferencialmente em ambientes mais densos, enquanto galáxias ricas em gás e formadoras de estrelas habitam regiões do universo com menor densidade de galáxias. Portanto, o ambiente onde as galáxias evoluem tem uma grande influência sobre as suas propriedades. Espera-se que os efeitos ambientais sejam ainda mais importantes em galáxias de baixa massa estelar, por terem um menor potencial gravitacional e um meio interestelar menos denso. Nesse contexto, este projeto tem como objetivo o estudo das propriedades de formação estelar em galáxias anãs (definidas como sistemas de massa estelar M* < 3 × 10⁹ M☉). Assim, analisaremos a população de galáxias anãs com formação estelar, utilizando como traçador de formação estelar a emissão de rádio contínuo (com frequência ~ 100 MHz), pois este possui a vantagem de não sofrer com a extinção da poeira no meio interestelar em comparação com outros traçadores de formação estelar, como a emissão ultravioleta (UV) e óptica (linha Hα). Para a análise e o desenvolvimento deste estudo, utilizaremos dados do levantamento do aglomerado de Virgem, na faixa de 120 - 168 MHz, obtidos pelo telescópio Low-Frequency Array (LOFAR; Edler et al., 2023), o qual cobre uma região de 132 deg² do aglomerado. Seus dados estão disponíveis publicamente para a comunidade astronômica. Nesse projeto, estudaremos a morfologia da emissão em rádio contínuo das galáxias anãs, em busca de evidências de perturbações associadas aos efeitos do ambiente, tais como a presença de caudas, ou discos com emissão truncada em comparação ao disco estelar. Junto aos levantamentos do LOFAR, isolamos as principais características das galáxias anãs que estão dentro do catálogo e separamos uma amostra de 26 candidatas, respeitando o limite de massa. Ainda não conseguimos visualizar uma correlação clara entre a extensão do disco estelar em comparação com a extensão da emissão de rádio contínuo. Além disso, serão utilizados também dados auxiliares no rádio a 21 cm (1,4 GHz) (Haynes, M. et al., 2018, ApJ, 861, 49) para obter informações sobre o conteúdo de gás atômico e buscar correlações entre o processo de remoção de HI e a redução do processo de formação estelar, a fim de compreender quais são os principais mecanismos que afetam a evolução das galáxias anãs em ambientes densos (aglomerados ricos) e melhor entender a transformação de galáxias formadoras de estrelas para galáxias quiescentes, ou seja, analisar de forma mais incisiva se a interação com o ambiente é dominante sobre as interações entre galáxias."
CCMN Bloco: F3 Andar: 08;22 Sep / SEG;09:00 às 12:00h;284;ESTABILIZAÇÃO DE OLIGÔMEROS TÓXICOS DA ALFA−SINUCLEÍNA TRUNCADA NO C−TERMINAL POR ALDEÍDOS ENDÓGENOS ASSOCIADOS À DOENÇA DE PARKINSON;"ALFREDO WEBERTON LOPES CONCEIçãO; CRISTIAN FOLLMER";DANIEL IZECKSOHN;A doença de Parkinson (PD) é uma doença neurológica associada ao movimento, caracterizada pela perda de neurônios dopaminérgicos localizados na substantia nigra pars compacta (SN). A marca histopatológica da PD é a presença de depósitos intracelulares denominados corpos de Lewy (LBs), constituídos majoritariamente de agregados do tipo-amilóide da proteína pré-sináptica alfa-sinucleína (aS). Neste sentido, estima-se que aproximadamente 10–30% da aS total presente nos LBs seja truncada na extremidade C-terminal (CT-aS), levando à aceleração da oligomerização e aumento da citotoxicidade da proteína. Nesse contexto, foi verificado que há uma associação da formação das CT-aS com a ativação do componente enzimático do inflamassoma denominado caspase-1 que, por sua vez, cliva a aS selvagem (aS-WT) entre os resíduos Asp121 e Asn122 produzindo a forma truncada aS 1-121 (aS-121). Além disso, embora a aS seja expressa em todo o cérebro, os LBs e a perda seletiva de células dopaminérgicas sugerem que há uma conexão entre a agregação da aS e o metabolismo da dopamina (DA). Diante disso, os níveis de 3,4-dihidroxifenilacetaldeído (DOPAL), um aldeído tóxico gerado no metabolismo de DA, encontram-se aumentados nos cérebros post mortem de indivíduos com PD. Quando injetado no cérebro de ratos, DOPAL causa a morte de neurônios dopaminérgicos acompanhada do acúmulo de oligômeros de aS. Além disso, estudos mostram que há um aumento significativo na peroxidação lipídica na região da SN de indivíduos com PD, levando a um aumento nos níveis do aldeído tóxico 4- oxo-2-nonenal (ONE), o qual estabiliza oligômeros de aS. O objetivo deste estudo é investigar o impacto do domínio C-terminal na oligomerização da aS induzida por DOPAL e ONE. Nossos resultados indicam que a aS-122 é mais propensa à formação de oligômeros grandes quando incubada com ONE, em comparação com aS-WT. No entanto, em presença de DOPAL, foi observado um perfil de oligomerização muito similar entre as proteínas, com a formação de dímeros, trímeros e oligômeros grandes. Além disso, utilizando-se vesículas unilamelares grandes (LUVs), foi verificado que a aS-122 possui uma menor taxa de extravasamento vesicular em comparação com a aS-WT. Todavia, quando incubadas com ONE, a aS-122 apresentou um maior extravasamento que a WT. Não houve extravasamento de LUVs para nenhuma das proteínas incubadas na presença de DOPAL. Ambas as proteínas possuem misturas de estruturas do tipo folhas-beta e alfa-hélice, de acordo com dados de dicroísmo circular. Entretanto, na presença de DOPAL, há o aumento do conteúdo de alfa-hélice, especialmente para a aS-WT. De maneira geral, espera-se que os dados obtidos neste trabalho possam contribuir para o entendimento dos mecanismos envolvidos na degeneração seletiva dos neurônios dopaminérgicos associada à PD.
CCMN Bloco: F3 Andar: 08;22 Sep / SEG;09:00 às 12:00h;385;SÍNTESE DE HETEROCICLOS AROMÁTICOS A PARTIR DE ALQUINOS TERMINAIS AUTORES E ORIENTADORES: JONATAN BARRETO DOS SANTOS DE PAULA,MARCIO C.S. DE MATTOS TRABALHO: 1322 TITULO: ESTUDOS ESPECTROELETROQUÍMICOS DO POLÍMERO P3HT E DA BLENDA P3HT:PCBM PRODUZIDOS COM SOLVENTES VERDES PARA USO EM CÉLULAS SOLARES;"ANA LETICIA SOARES ALVES; MAIARA OLIVEIRA SALLES";MARIA LUIZA ROCCO DUARTE PEREIRA;Heterociclos são uma grande classe de compostos orgânicos que contêm pelo menos dois tipos diferentes de átomos arranjados num anel. Estas moléculas possuem grande valor sintético pois representam a maior parte dos compostos orgânicos conhecidos, além do fato de comporem a estrutura da maioria dos compostos bioativos (JAMPILEK, 2019). Dada sua onipresença, novas maneiras de sintetizar heterociclos são constantemente buscadas, como por exemplo a utilização de alquinos com diferentes métodos de ciclização (GODOI et al., 2011). Este trabalho busca sintetizar heterociclos variados através do acoplamento de Glaser de alquinos terminais utilizando ácido tribromoisocianúrico como oxidante, formando diferentes tipos de 1,3-diinos (DE ANDRADE, DE MATTOS, 2020). Este acoplamento, tradicionalmente feito utilizando cobre(I) e oxigênio como oxidante para a reação, possui altos rendimentos. A utilização de ácido tribromoisocianúrico (TBCA), que mantém a alta eficiência do método tradicional, abre a possibilidade de reutilização deste reagente através da filtração do ácido cianúrico que precipita como coproduto que pode ser facilmente re-funcionalizado, além de permitir a possibilidade de condições racionais mais brandas, com mudança para um solvente menos tóxico e o processamento da reação em temperatura ambiente. Estes diinos são em seguida transformados em uma gama de heterociclos utilizando diferentes reagentes para a ciclização, formando anéis aromáticos de cinco ou seis átomos contendo de um a três heteroátomos. Este trabalho também busca otimizar estas reações de forma telescópica, o que reduz significativamente o uso de solventes, e de forma one-pot. Este trabalho obteve 1,4-difenilbutadiino, utilizando o acoplamento de Glaser a partir de fenilacetileno e TBCA como oxidante, com 90% de rendimento. O diino foi então heterociclizado utilizando diferentes reagentes sendos estes sulfeto de sódio ou tioureia, selênio junto à boroidreto de sódio, benzilamina, cloridrato de hidroxilamina, cloridrato de guanidina e azida de sódio para obter o heterociclo correspondente (respectivamente tiofenos, selenofenos, piridinas, 2-aminopirimidinas, isoxazóis, e 1,2,3-triazóis). Os rendimentos foram de 50-95% quando utilizada a metodologia one-pot, sendo esta comparativamente melhor à metodologia em duas etapas onde os rendimentos foram sistematicamente mais baixos para todos os heterociclos. Este trabalho objetiva aumentar a gama de alquinos terminais testados e de reagentes de ciclização para obter novos exemplares de heterociclos.
CCMN Bloco: F3 Andar: 08;22 Sep / SEG;09:00 às 12:00h;1340;EXTRAÇÃO LÍQUIDO−LÍQUIDO DE ELEMENTOS TERRAS RARAS A PARTIR DE LIXIVIADOS ACÉTICOS NA RECICLAGEM DE LÂMPADAS FLUORESCENTES;"FERNANDA VERONESI MARINHO PONTES; JÉSSICA FRONTINO PAULINO; JúLIA PEREIRA DE OLIVEIRA; LÍVIA GONÇALVES LEIDA SOARES";MANUEL CASTRO CARNEIRO;
CCMN Bloco: F3 Andar: 08;22 Sep / SEG;09:00 às 12:00h;1774;ESTUDO TEÓRICO DAS PROPRIEDADES ELETRÔNICAS DO COF−366;"FABIO JUNIOR FERREIRA DA SILVA HENRIQUE; JULIA BARBOZA DE SOUZA";PIERRE MOTHE ESTEVES;
CCMN Bloco: F3 Andar: 08;22 Sep / SEG;09:00 às 12:00h;3457;SÍNTESE PELO MÉTODO DE COMBUSTÃO DE COMPÓSITOS MAGNÉTICOS: PALYGORSKITA/γ−Fe2O3;"CARLA NAPOLI BARBATO; FERNANDA ARRUDA NOGUEIRA GOMES DA SILVA; FRANCISCO MAMOEL DOS SANTOS GARRIDO; JONAS MARQUES NOGUEIRA; LUCAS GORITO DOS SANTOS; LUIZ CARLOS BERTOLINO; MARTA ELOISA MEDEIROS";VINICIUS BATISTA DE SOUZA;
CCMN Bloco: F3 Andar: 08;22 Sep / SEG;09:00 às 12:00h;3797;RECUPERAÇÃO DE ÍNDIO E ESTANHO DE TELAS DE APARELHOS CELULARES;ANA CLARA DA SILVA RUIZ;JULIO CARLOS AFONSO;
